_,Id,CaseNumber,Ambito__c,Categoria__c,Dettaglio_richiesta__c,Misura__c,Subject,Description,Risoluzione__c,Commenti_Ente__c,Ulteriori_informazioni_a_supporto__c
[Case],5007Q00000ZGN2fQAH,01152932,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Malfunzionamento della Piattaforma,1.4.5 Digitalizzazione degli avvisi pubblici,IMPOSSIBILITA' DI PROCEDERE ALL'INVIO DELLA RICHIESTA DI EROGAZIONE DEL FINANZIAMENTO,"In riferimento alla richiesta identificata con ID 01152848, sentito nuovamente il referente del Team Digitale, comunico quanto segue:
- in fase di caricamento allegato 5, la procedura rileva un nuovo errore nella scadenza della firma, di cui allego apposita cattura immagine e un'ulteriore cattura immagine dove si evince che la firma è regolarmente valida;
- da un confronto con il referente del Team Digitale, ho riscontrato che loro riescono a visualizzare l'allegato 5 in maniera regolare;
- la scadenza per la richiesta dell'erogazione del finanziamento è oggi e senza possibilità di richiedere la proroga.
Attendo vs. urgente riscontro e indicazioni in merito essendo impossibilitato a proseguire.
Dott. Luca Squadroni","<p>Gentile Luca, grazie per averci contattato. La tua segnalazione inerente il problema riscontrato durante il caricamento del documento firmato digitalmente è stata risolta. Ti invitiamo pertanto a riprovare caricando nuovamente il documento firmato. </p><p><span style=""color: black;"">Ti ricordiamo che è necessario allegare il certificato di regolare esecuzione del RUP firmato digitalmente in formato p7m caricandolo nell&#39;apposita sezione &quot;Documenti RUP e altri allegati&quot;.</span></p>",,
[Case],5007Q00000ZGN4WQAX,01152933,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,1.4.5 Digitalizzazione degli avvisi pubblici,Certificato non valido Allegato 5 1.4.5 Notifiche Digitali,"Buongiorno,
questa mattina ho tentato di caricare l'Allegato 5 e il Certificato di Regolare Esecuzione nella misura in oggetto e il portale segnala certificato non valido nella firma del Rappresentate Legale dell'Ente, nonostante la firma sia corretta e il certificato valido fino al 2025.
Grazie
Saluti","<p>Gentile Giuseppe, grazie per averci contattato. La tua segnalazione inerente il problema riscontrato durante il caricamento del documento firmato digitalmente è stata risolta. Ti invitiamo pertanto a riprovare caricando nuovamente il documento firmato.</p>",,
[Case],5007Q00000ZGN4vQAH,01152934,Implementazione e sviluppo progetto,Altro - Servizi Aggiunti,Implementazione del progetto e dei servizi,,"ATTESTAZIONE EDIFICIO PREDISPOSTO ALLA BANDA ULTRA LARGA, COME INVIARE I DATI A SINFI","AI SENSI DELL'ART.135-BIS DEL DPR 380/01 COMMA 2-BIS IL COMUNE, ENTRO 90 GG DAL RICEVIMENTO DELLA Segnalazione Certificata Agibilità, è TENUTO A COMUNICARE I DATI RELATIVI A ""EDIFICIO PREDISPOSTO ALLA BANDA ULTRA LARGA"" A SINFI. NON TROVO COME E A CHI INVIARE TALE INFORMAZIONE. RINGRAZIO, RESTO A DISPOSIZIONE, ANNA SOFFRITTI. COMUNE DI GAZZADA SCHIANNO",,,
[Case],5007Q00000ZGN5jQAH,01152935,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,1.4.1 Esperienza dei servizi pubblici,TEMPI DI EROGAZIONE DEL FINANZIAMENTO,"Con la presente, si richiedono i tempi di erogazione del finanziamento in questione.
Il fornitore ha emesso fattura, la fattura in questione è di prossima scadenza.","<p>Gentile Filippo, grazie per averci contattato.</p><p>Ti informiamo che, da verifiche effettuate, il progetto per la misura 1.4.1 risulta correttamente in stato &quot;In verifica&quot; da parte dell&#39;asseverazione. Non appena le verifiche saranno terminate, si procederà alla liquidazione del finanziamento. Ti informiamo inoltre che non sono previsti tempi di verifica standard, tali tempi di verifica sono sconosciuti a questo HelpDesk. Ti suggeriamo, dunque, di attendere.</p>",,
[Case],5007Q00000ZGN5qQAH,01152972,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,1.2 Abilitazione e facilitazione migrazione al Cloud,Problema caricamento Allegato 5,"Al momento del caricamento dell'Allegato 5 firmato digitalmente la piattaforma rileva un errore che recita ""firma scaduta o documento scaduto"" ma sia la firma che il documento sono entrambi validi. Si richiede assistenza per poter procedere alla richiesta di liquidazione.","<p>Gentile Rosario, grazie per averci contattato. La tua segnalazione inerente il problema riscontrato durante il caricamento del documento firmato digitalmente è stata risolta. Ti invitiamo pertanto a riprovare caricando nuovamente il documento firmato.</p>",,
[Case],5007Q00000ZGN5tQAH,01152936,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Firma digitale della domanda di finanziamento,1.4.3 Adozione appIO,Errore nell'acquisizione dell'istanza di modifica progetto,"Buongiorno dopo avere generato l'istanza di modifica progetto APP-IO il legale rappresentante ha sottoscritto digitalmente formato p7m il documento (scadenza firma  giugno 2025) ma dà questo errore e non consente di proseguire.
Istanza Modifica Progetto - 00279136 .p7m
Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento","<p>Gentile Laura, grazie per averci contattato. La tua segnalazione inerente il problema riscontrato durante il caricamento del documento firmato digitalmente è stata risolta. Ti invitiamo pertanto a riprovare caricando nuovamente il documento firmato. </p>",,
[Case],5007Q00000ZGN68QAH,01152937,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.2 Abilitazione e facilitazione migrazione al Cloud,MALFUNZIONAMENTO PIATTAFORMA,"NEL COMUNICARE ED ATTUARE LA PROCEDURA PER LA RINUNCIA DEL PROGETTO, NON SI RIESCE A CARICARE, DOPO INNUMEREVOLI TENTATIVI,  IL FILE FIRMATO DIGITALMENTE IN FORMATO P7M, IN QUANTO COMPARE LA SEGUENTE DICITURA:
Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento

Documento firmato","<p>Gentile Tiziana, grazie per averci contattato.</p><p>Preso atto dell’impossibilità di sottomettere la richiesta di rinuncia firmata digitalmente ti preghiamo, al fine di risolvere il blocco riscontrato, di aprire una nuova richiesta di assistenza menzionando la misura e indicando testualmente la motivazione della rinuncia tra quelle proposte precedentemente dalla piattaforma e che riportiamo di seguito:</p><ul><li>Errata composizione del pacchetto</li><li>Dati della PA errati</li><li>PA non più interessata al finanziamento</li><li>Altro (aggiungere anche dettaglio motivazione max 255 caratteri)</li></ul><p><br></p>",,
[Case],5007Q00000ZGN6TQAX,01152940,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,,Progetti / 1.4.3 - app IO - Comuni - Aprile 2022 - Firma istanza di modifica del progetto,"Abbiamo modificato il progetto per cambio servizi. In fase di caricamento della istanza di modifica, firmata digitalmente sia cades che pades, la procedura visualizza il seguente messaggio: Attenzione, la firma sul documento non è valida per scadenza temporale o certificato scaduto. Modificala e carica l'ultima versione del documento.","<p>Gentile Utente, grazie per averci contattato.</p><p>Da verifiche hai correttamente caricato il documento firmato digitalmente &quot;Istanza di Modifica&quot;.</p>",,
[Case],5007Q00000ZGN6XQAX,01152939,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,,Territorio - Rinuncia alla candidatura e cronoprogramma attivo,"Buongiorno,

Il comune di Margherita di Savoia ha rinunciato alla candidatura, ma il cronoprogramma è attivo, probabilmente perché ha presentato anche una proroga.
Qui i maggiori dettagli:
https://padigitale2026.lightning.force.com/lightning/r/outfunds__Funding_Request__c/a037Q000002dfuMQAQ/view

E' possibile cambiare lo stato?

Grazie",,,
[Case],5007Q00000ZGN6YQAX,01152950,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,,Richiesta di accesso - nuovo legale rappresentante,"Buongiorno,
come posso accedere nuovamente a PA digitale 2026? Sono il nuovo legale rappresentante dell'istituzione scolastica con cod. IPA istsc_vaic83200r. Grazie.",,,
[Case],5007Q00000ZGN6kQAH,01152985,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Upload di documenti,1.2 Abilitazione e facilitazione migrazione al Cloud,CARICAMENTO DELLA RICHIESTA DI EROGAZIONE DEL FINANZIAMENTO,"Buongiorno, la Dirigente ha firmato digitalmente la richiesta di erogazione del finanziamento e due certificazioni di conformità, con la medesima firma digitale. Non si riesce a caricare la richiesta di erogazione del finanziamento, compare sempre un errore che dice che il certificato è scaduto. Gli altri due file invece non presentano errori. Grazie per l'attenzione","<p><span style=""font-family: -apple-system; font-size: 10.5pt;"">Gentile Loredana, grazie per averci contattato. Da verifiche effettuate, non risulta caricato il certificato di regolare esecuzione del RUP. Ti ricordiamo che è invece necessario allegare il certificato di regolare esecuzione del RUP firmato digitalmente in formato p7m caricandolo nell&#39;apposita sezione &quot;Documenti RUP e altri allegati&quot;.</span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;""> </span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;"">Soltanto a seguito di tali operazioni, potrai inoltrare correttamente la richiesta di erogazione del finanziamento, firmata in p7m o PADES dal Legale Rappresentante.</span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;""> </span></p><p><span style=""font-family: -apple-system; font-size: 10.5pt;"">Se la problematica dovesse persistere, ti preghiamo di non rimuovere i file allegati anche qualora ci sia un messaggio di errore e di aprire una nuova richiesta di assistenza da area privata per segnalarci il malfunzionamento</span></p>",,
[Case],5007Q00000ZGN6rQAH,01152941,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Notifiche e mail,,TERRITORIO - Mancato accesso cartella Dashboard PO,"Segnalo impossibilità accesso alla seguente cartella: 

https://padigitale2026.lightning.force.com/lightning/r/Folder/00l7Q000000FGIlQAO/view?queryScope=userFolders

Utilizzata per monitorare l'andamento delle varie misure e definire next actions. 

Utenza a me attribuita: PO, TIM Italia

Antonio Lisi","<p>Gentile Utente, grazie per averci contattato.</p><p>Da verifiche, tua utenza risultata correttamente abilitata alla visualizzazione  della cartella indicata, ti invitiamo a ritenta. </p><p>Se l&#39;errore dovesse persistere ti invitiamo ad aprire una nuova richiesta di supporto allegandoci gli screenshot del blocco riscontrato.</p>",,
[Case],5007Q00000ZGN7VQAX,01152943,Amministrazione,Altro - Servizi Aggiunti,Erogazione delle risorse,1.2 Abilitazione e facilitazione migrazione al Cloud,EROGAZIONE DEL FINANZIAMENTO,"Con la presente, si richiedono i tempi di erogazione del finanziamento in questione.","<p><span style="""">Gentile Filippo, grazie per averci contattato.</span></p><p><span style="""">Ti informiamo che, da verifiche effettuate, il progetto per la misura 1.2 risulta correttamente in stato &quot;In verifica&quot; .</span></p><p><span style="""">Non appena le verifiche saranno terminate, si procederà alla liquidazione del finanziamento. Ti informiamo inoltre che non sono previsti tempi di verifica standard, tali tempi di verifica sono sconosciuti a questo HelpDesk. Ti suggeriamo, dunque, di attendere.</span></p><p><br></p>",,
[Case],5007Q00000ZGN7aQAH,01152944,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Variazioni e rinunce,1.2 Abilitazione e facilitazione migrazione al Cloud,RICHIESTA PRECISAZIONI ACQUISTO,"CONSIDERATO CHE NELLA CANDIDATURA N. 79408 QUESTA ISTITUZIONE SCOLASTICA HA INDICATO N.11 ATTIVITA' DI CUI N. 4 GIA' ACQUISTATE CON ALTRI FINANZIAMENTI STATALI E, PERTANTO, NON RENDICONTABILI, SI RICHIEDE SE SIA POSSIBILE PROCEDERE ALL'ACQUISTO DELLE SOLE 7 ATTIVITA' RIMANENTI PER UN IMPORTO MASSIMO DI €  3.871, RISULTANTE DALLO STORNO DELLA CIFRA ASSEGNATA PER L'ACQUISTO DELLE 4 ATTIVITA' DI CUI SOPRA.","<p>Gentile Rosanna, grazie per averci contattato. Ti informiamo che non è possibile modificare, aggiungere, eliminare o sostituire servizi ad una candidatura in stato &quot;Finanziata&quot;. Ti ricordiamo inoltre che l&#39;erogazione del contributo è prevista solo ed esclusivamente nel caso in cui l’ente abbia rispettato integralmente quanto indicato in fase di adesione. Il mancato raggiungimento, anche parziale, nei tempi assegnati, degli obiettivi previsti dell&#39;investimento ammesso a finanziamento è motivo di revoca del finanziamento intero.</p><p> Ricordiamo che nel caso sia presente in candidatura un servizio non finanziabile è necessario rinunciare al finanziamento, tramite la funzionalità &quot;Progetti&quot;, cliccando sul tasto &quot;Rinuncia al progetto&quot;. Per ulteriori approfondimenti ti invitiamo a contattare l’Account Manager del tuo territorio utilizzando il Form all’indirizzo che segue: <a href=""https://padigitale2026.gov.it/team-territoriali"" target=""_blank"">https://padigitale2026.gov.it/team-territoriali</a> .</p>",,
[Case],5007Q00000ZGN89QAH,01152945,Processo di adesione e monitoraggio,Altro - Servizi Aggiunti,Candidatura,,invito effettuato ma non riesco ad accedere,"Buongiorno il legale rappresentanti mi ha abilitato come editore poi mi è arrivata e-mail che ho confermato, ma entrando non mi riconosce e il sistema diagnostica che sono disattivata, come procedere? Grazie",,,
[Case],5007Q00000ZGN8FQAX,01152955,Malfunzionamenti Piattaforma,Altro - Servizi Aggiunti,Firma digitale della domanda di finanziamento,1.2 Abilitazione e facilitazione migrazione al Cloud,Mal funzionamento della piattaforma,Si allega errore che propone la piattaforma nell'inserimento della richiesta fi finanziamento firmata in p7m,"<p><span style=""color: rgb(68, 68, 68);"">Gentile </span><span style=""color: rgb(68, 68, 68); font-size: 14px;"">Maria</span><span style=""color: rgb(68, 68, 68);"">, grazie per averci contattato. La tua segnalazione inerente il problema riscontrato durante il caricamento del documento firmato digitalmente è stata risolta. Ti invitiamo pertanto a riprovare caricando nuovamente il documento firmato</span></p>",,
